0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.57256,0
12.28016,1.401894
11.99971,1.37121
11.73042,1.341657
11.47151,1.313169
11.22229,1.285679
10.98212,1.259128
10.75041,1.233457
10.52662,1.208617
10.31024,1.184556
10.1008,1.161228
9.897875,1.138591
9.701053,1.116604
9.50996,1.095229
9.324299,1.074431
9.143755,1.054182
8.968024,1.034451
8.796803,1.01521
8.629838,0.9964282
8.466858,0.9780812
8.307639,0.9601419
8.151951,0.9425894
7.999578,0.9253989
7.850338,0.9085498
7.704041,0.8920238
7.56051,0.875801
7.419589,0.859864
7.28113,0.8441971
7.144976,0.8287845
7.010999,0.8136103
6.879071,0.7986621
6.749075,0.7839257
6.620898,0.7693899
6.494431,0.7550423
6.36958,0.7408714
6.246237,0.7268679
6.124326,0.7130207
6.003761,0.6993217
5.884464,0.6857612
5.766367,0.672332
5.649392,0.6590263
5.533472,0.6458361
5.418558,0.6327546
5.30459,0.6197764
5.191513,0.6068951
5.079284,0.5941054
4.967853,0.5814022
4.857177,0.5687807
4.747212,0.5562361
4.637937,0.5437639
4.529307,0.5313619
4.421295,0.5190254
4.313879,0.5067517
4.207034,0.4945384
4.100739,0.4823833
3.994974,0.4702839
3.889725,0.4582382
3.784976,0.446245
3.680714,0.4343027
3.576934,0.42241
3.473631,0.4105666
3.370796,0.3987721
3.26843,0.3870257
3.166528,0.3753279
3.065096,0.3636782
2.964134,0.3520775
2.863648,0.3405259
2.763649,0.3290245
2.664145,0.3175746
2.565146,0.3061774
2.466671,0.2948341
2.368726,0.2835472
2.271334,0.2723175
2.174517,0.2611478
2.078285,0.2500401
1.982666,0.2389967
1.887682,0.2280208
1.793354,0.2171151
1.69971,0.2062823
1.606772,0.1955255
1.514575,0.1848478
1.423151,0.1742529
1.332532,0.1637451
1.242743,0.1533279
1.15382,0.1430044
1.06579,0.1327789
0.978691,0.1226548
0.8925654,0.1126363
0.8074434,0.1027287
0.7233565,0.09293535
0.6403494,0.08326009
0.5584599,0.07370827
0.477726,0.0642842
0.3981861,0.05499244
0.3198759,0.0458375
0.2428363,0.03682357
0.1671107,0.02795543
0.09273904,0.01923819
0.01976089,0.01067649
-0.05178144,0.002274983
-0.121848,-0.005961422
-0.190398,-0.01402805
-0.2573971,-0.02192018
-0.3227992,-0.02963378
-0.3865665,-0.03716353
-0.4486684,-0.04450501
