0,0
0.01,0.4724236
0.02774021,0.4896521
0.02781022,0.4896112
0.0279274,0.4895425
0.02811345,0.4894323
0.02839922,0.4892609
0.02882344,0.4890017
0.02943082,0.4886217
0.03026922,0.4880822
0.03127495,0.4874159
0.03241611,0.4866397
0.03368065,0.485761
0.03505691,0.4847893
0.03653388,0.4837354
0.03810141,0.4826111
0.03975027,0.4814283
0.04147222,0.4801982
0.04325991,0.4789314
0.04510687,0.4776376
0.0470074,0.4763252
0.04895651,0.4750015
0.05094983,0.4736731
0.05298353,0.4723452
0.05505424,0.4710223
0.05715904,0.4697083
0.0592949,0.4684063
0.06145548,0.4671212
0.06363869,0.4665289
0.06584261,0.466231
0.06806563,0.4659155
0.07030629,0.4655851
0.07256332,0.4652421
0.07483556,0.4648888
0.077122,0.4645271
0.07942176,0.4641586
0.08173398,0.4637847
0.08405796,0.4634068
0.08639306,0.463026
0.08873866,0.4626432
0.09109426,0.4622594
0.09345936,0.4618752
0.09583355,0.4614913
0.098216,0.4611084
0.1006057,0.460727
0.1030025,1.144801
0.1053912,1.113344
0.1077865,1.083679
0.1101881,1.055659
0.1125957,1.029151
0.1150091,1.004035
0.1174282,0.9802018
0.1198529,0.9575549
0.1222828,0.9360046
0.1247181,0.9154695
0.1271585,0.8958775
0.1296039,0.8771626
0.1320541,0.8592626
0.1345091,0.8421232
0.1369688,0.8256941
0.1394324,0.8099328
0.1418995,0.7947978
0.1443699,0.7802509
0.1468438,0.7662554
0.149321,0.7527789
0.1518014,0.7397916
0.1542849,0.7272661
0.1567715,0.7151784
0.1592613,0.703504
0.161754,0.6922238
0.1642497,0.6813179
0.1667483,0.6707689
0.1692498,0.660561
0.1717541,0.6506764
0.1742613,0.6411088
0.1767711,0.6318429
0.1792837,0.6228679
0.181799,0.6141737
0.1843167,0.6057515
0.1868372,0.5975929
0.18936,0.5896912
0.1918854,0.5820389
0.1944133,0.5746302
0.1969436,0.5674598
0.1994763,0.5605226
0.2020114,0.5538144
0.2045488,0.5473314
0.2070885,0.5410697
0.2096306,0.535026
0.2121749,0.5291975
0.2147215,0.5235814
0.2172703,0.5181752
0.2198213,0.5129769
0.2223744,0.5079842
0.2249297,0.5031951
0.227487,0.4986077
0.2300465,0.4942203
0.232608,0.4900309
0.2351715,0.4860377
0.237737,0.482239
0.2403044,0.4786327
0.2428738,0.475217
0.245445,0.4719897
0.2480181,0.4689488
0.2505931,0.4660993
0.2531698,0.4634562
0.2557483,0.460992
0.2583286,0.4587037
0.2609104,0.4565883
0.2634939,0.4546426
0.2660792,0.452863
0.2686663,0.4512458
0.2712551,0.449787
0.2738457,0.4484824
0.2764378,0.4473275
0.2790317,0.4463176
0.2816271,0.4454478
0.2842242,0.4447128
0.2868228,0.4441072
0.2894229,0.4436253
0.2920244,0.4432612
0.2946275,0.4430087
0.2972318,0.4428616
0.2998376,0.4428134
0.3024448,0.4428573
0.3050532,0.4429867
0.3076631,0.4431945
0.3102736,0.4434738
0.3128848,0.4438176
0.3154965,0.4442185
0.3181088,0.4446696
0.3207216,0.4451636
0.323335,0.4456935
0.3259487,0.4462521
0.3285631,0.4468326
0.3311779,0.4474281
0.3337931,0.448032
0.3364087,0.4486378
0.3390248,0.4492392
0.3416412,0.4498304
