0.01,161.698
0.02,485.095
0.03,808.492
0.04,1131.889
0.05,1455.286
0.06,1778.683
0.07,2102.08
0.08,2425.477
0.09,2647.848
0.1,2661.853
0.11,2669.543
0.12,2677.233
0.13,2684.924
0.14,2692.614
0.15,2700.305
0.16,2707.995
0.17,2715.685
0.18,2723.376
0.19,2731.066
0.2,2738.757
0.21,2746.447
0.22,2754.138
0.23,2761.828
0.24,2769.518
0.25,2777.182
0.26,2781.738
0.27,2784.16
0.28,2786.582
0.29,2789.004
0.3,2791.426
0.31,2793.848
0.32,2796.27
0.33,2798.692
0.34,2801.115
0.35,2803.537
0.36,2805.959
0.37,2808.381
0.38,2810.803
0.39,2813.225
0.4,2815.647
0.41,2818.069
0.42,2820.404
0.43,2821.934
0.44,2823.268
0.45,2824.601
0.465,2826.269
0.488,2828.77
0.521,2832.522
0.571,2838.108
0.621,2843.24
0.671,2844.8
0.721,2846.215
0.771,2847.599
0.821,2848.7
0.871,2849.733
0.921,2850.766
0.971,2851.814
1.021,2852.875
1.071,2853.936
1.121,2855.277
1.171,2857.313
1.221,2859.383
1.271,2861.219
1.321,2860.741
1.371,2859.669
1.421,2858.597
1.471,2856.981
1.521,2854.872
1.571,2852.763
1.621,2850.7
1.671,2848.768
1.721,2846.844
1.771,2844.791
1.821,2841.16
1.871,2837.062
1.921,2832.965
1.971,2827.058
2.021,2819.231
2.071,2811.404
2.121,2802.766
2.171,2791.29
2.221,2779.569
2.271,2767.597
2.321,2752.221
2.371,2735.767
2.421,2719.312
2.471,2701.893
2.521,2683.369
2.571,2664.843
2.621,2646.325
2.671,2627.842
2.721,2609.363
2.771,2590.834
2.821,2571.463
2.871,2551.786
2.921,2532.108
2.971,2513.391
3.021,2495.951
3.071,2478.517
3.121,2461.834
3.171,2448.654
3.221,2435.919
3.271,2418.849
3.321,2302.833
3.371,2145.648
3.421,1988.462
3.471,1763.176
3.521,1440.447
3.571,1116.966
3.621,818.155
3.671,643.584
3.721,486.207
3.771,330.975
3.821,243.453
3.871,188.206
3.921,132.958
3.971,90.209
4.021,68.064
4.071,46.223
4.121,26.238
4.171,17.166
4.221,9.877
4.264,3.116
